Title,Authors,Journal,Year,DOI,Source
"Deep learning based pipelines for Alzheimer's disease diagnosis: A comparative study and a novel deep-ensemble method,","Andrea Loddo, Sara Buttau, Cecilia Di Ruberto,","Computers in Biology and Medicine,","2022,",https://doi.org/10.1016/j.compbiomed.2021.105032.,ScienceDirect
"Unsupervised learning of brain state dynamics during emotion imagination using high-density EEG,","Sheng-Hsiou Hsu, Yayu Lin, Julie Onton, Tzyy-Ping Jung, Scott Makeig,","NeuroImage,","2022,",https://doi.org/10.1016/j.neuroimage.2022.118873.,ScienceDirect
"EEG-based emotion charting for Parkinson's disease patients using Convolutional Recurrent Neural Networks and cross dataset learning,","Muhammad Najam Dar, Muhammad Usman Akram, Rajamanickam Yuvaraj, Sajid Gul Khawaja, M. Murugappan,","Computers in Biology and Medicine,","2022,",https://doi.org/10.1016/j.compbiomed.2022.105327.,ScienceDirect
"Multifuse multilayer multikernel RVFLN+ of process modes decomposition and approximate entropy data from iEEG/sEEG signals for epileptic seizure recognition,","Susanta Kumar Rout, Mrutyunjaya Sahani, P.K. Dash, Pradyut Kumar Biswal,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2021.104299.,ScienceDirect
"Long-range correlation analysis of high frequency prefrontal electroencephalogram oscillations for dynamic emotion recognition,","Zhilin Gao, Xingran Cui, Wang Wan, Wenming Zheng, Zhongze Gu,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103291.,ScienceDirect
"Clinical applications of magnetic resonance imaging based functional and structural connectivity,","Chengyuan Wu, Francisca Ferreira, Michael Fox, Noam Harel, Jona Hattangadi-Gluth, Andreas Horn, Saad Jbabdi, Joshua Kahan, Ashwini Oswal, Sameer A. Sheth, Yanmei Tie, Vejay Vakharia, Ludvic Zrinzo, Harith Akram,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118649.,ScienceDirect
"Multigroup recognition of dementia patients with dynamic brain connectivity under multimodal cortex parcellation,","Bocheng Wang, Lei Li, Long Peng, Zhuolin Jiang, Kexuan Dai, Qi Xie, Yue Cao, Dingguo Yu,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2022.103725.,ScienceDirect
"Automatic focal and non-focal EEG detection using entropy-based features from flexible analytic wavelet transform,","Yang You, Wanzhong Chen, Mingyang Li, Tao Zhang, Yun Jiang, Xiao Zheng,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2019.101761.,ScienceDirect
"Machine-learning to characterise neonatal functional connectivity in the preterm brain,","G. Ball, P. Aljabar, T. Arichi, N. Tusor, D. Cox, N. Merchant, P. Nongena, J.V. Hajnal, A.D. Edwards, S.J. Counsell,","NeuroImage,","2016,",https://doi.org/10.1016/j.neuroimage.2015.08.055.,ScienceDirect
"Decoding with confidence: Statistical control on decoder maps,","Jérôme-Alexis Chevalier, Tuan-Binh Nguyen, Joseph Salmon, Gaël Varoquaux, Bertrand Thirion,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.117921.,ScienceDirect
"Effective connectivity in brain networks estimated using EEG signals is altered in children with ADHD,","Ali Kareem Abbas, Ghasem Azemi, Sajad Amiri, Samin Ravanshadi, Amir Omidvarnia,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2021.104515.,ScienceDirect
"Resting-state electroencephalography (EEG) biomarkers of chronic neuropathic pain. A systematic review,","Thibaut Mussigmann, Benjamin Bardel, Jean-Pascal Lefaucheur,","NeuroImage,","119351,",(https://www.sciencedirect.com/science/article/pii/S1053811922004700),ScienceDirect
"Computational neuroimaging strategies for single patient predictions,","K.E. Stephan, F. Schlagenhauf, Q.J.M. Huys, S. Raman, E.A. Aponte, K.H. Brodersen, L. Rigoux, R.J. Moran, J. Daunizeau, R.J. Dolan, K.J. Friston, A. Heinz,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2016.06.038.,ScienceDirect
"Automatic diagnosis of glaucoma using two-dimensional Fourier-Bessel series expansion based empirical wavelet transform,","Pradeep Kumar Chaudhary, Ram Bilas Pachori,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2020.102237.,ScienceDirect
"Assessing the signal quality of electrocardiograms from varied acquisition sources: A generic machine learning pipeline for model generation,","Adnan Albaba, Neide Simões-Capela, Yuyang Wang, Richard C. Hendriks, Walter De Raedt, Chris Van Hoof,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2020.104164.,ScienceDirect
"Deep learning with 3D-second order difference plot on respiratory sounds,","Gokhan Altan, Yakup Kutlu, Adnan Özhan Pekmezci, Serkan Nural,","Biomedical Signal Processing and Control,","2018,",https://doi.org/10.1016/j.bspc.2018.05.014.,ScienceDirect
"Automated detection of diabetic subject using pre-trained 2D-CNN models with frequency spectrum images extracted from heart rate signals,","Ozal Yildirim, Muhammed Talo, Betul Ay, Ulas Baran Baloglu, Galip Aydin, U. Rajendra Acharya,","Computers in Biology and Medicine,","2019,",https://doi.org/10.1016/j.compbiomed.2019.103387.,ScienceDirect
"Predictive regression modeling with MEG/EEG: from source power to signals and cognitive states,","David Sabbagh, Pierre Ablin, Gaël Varoquaux, Alexandre Gramfort, Denis A. Engemann,","NeuroImage,","2020,",https://doi.org/10.1016/j.neuroimage.2020.116893.,ScienceDirect
"Evaluating five different adaptive decomposition methods for EEG signal seizure detection and classification,","Vinícius R. Carvalho, Márcio F.D. Moraes, Antônio P. Braga, Eduardo M.A.M. Mendes,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.102073.,ScienceDirect
"Alcohol use disorder detection using EEG Signal features and flexible analytical wavelet transform,","Arti Anuragi, Dilip Singh Sisodia,","Biomedical Signal Processing and Control,","2019,",https://doi.org/10.1016/j.bspc.2018.10.017.,ScienceDirect
"Optimized adaptive neuro fuzzy inference system (OANFIS) based EEG signal analysis for seizure recognition on FPGA,","Priyadarshini B. Indira, Reddy D. Krishna,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102484.,ScienceDirect
"Analyzing the performance of segmented trajectory reconstruction of lower limb movements from EEG signals with combinations of electrodes, gaps, and delays,","Luis Mercado, Griselda Quiroz-Compean, José M. Azorín,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102783.,ScienceDirect
"Effect of photic stimulation for migraine detection using random forest and discrete wavelet transform,","Abdulhamit Subasi, Aysha Ahmed, Emina Aličković, Ahnaf Rashik Hassan,","Biomedical Signal Processing and Control,","2019,",https://doi.org/10.1016/j.bspc.2018.12.011.,ScienceDirect
"Ensemble Regularized Common Spatio-Spectral Pattern (ensemble RCSSP) model for motor imagery-based EEG signal classification,","Mohammad Norizadeh Cherloo, Homa Kashefi Amiri, Mohammad Reza Daliri,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2021.104546.,ScienceDirect
"COVID-19 pathways for brain and heart injury in comorbidity patients: A role of medical imaging and artificial intelligence-based COVID severity classification: A review,","Jasjit S. Suri, Anudeep Puvvula, Mainak Biswas, Misha Majhail, Luca Saba, Gavino Faa, Inder M. Singh, Ronald Oberleitner, Monika Turk, Paramjit S. Chadha, Amer M. Johri, J. Miguel Sanches, Narendra N. Khanna, Klaudija Viskovic, Sophie Mavrogeni, John R. Laird, Gyan Pareek, Martin Miner, David W. Sobel, Antonella Balestrieri, Petros P. Sfikakis, George Tsoulfas, Athanasios Protogerou, Durga Prasanna Misra, Vikas Agarwal, George D. Kitas, Puneet Ahluwalia, Raghu Kolluri, Jagjit Teji, Mustafa Al Maini, Ann Agbakoba, Surinder K. Dhanjil, Meyypan Sockalingam, Ajit Saxena, Andrew Nicolaides, Aditya Sharma, Vijay Rathore, Janet N.A. Ajuluchukwu, Mostafa Fatemi, Azra Alizad, Vijay Viswanathan, Pudukode R. Krishnan, Subbaram Naidu,","Computers in Biology and Medicine,","2020,",https://doi.org/10.1016/j.compbiomed.2020.103960.,ScienceDirect
"An age-dependent Connectivity-based computer aided diagnosis system for Autism Spectrum Disorder using Resting-state fMRI,","Hossein Haghighat, Mitra Mirzarezaee, Babak Nadjar Araabi, Ali Khadem,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103108.,ScienceDirect
"An instantaneous frequency and group delay based feature for classifying EEG signals,","Nabeel Ali Khan, Sadiq Ali, Kwonhue Choi,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102562.,ScienceDirect
"Predicting subclinical psychotic-like experiences on a continuum using machine learning,","Jeremy A. Taylor, Kit Melissa Larsen, Ilvana Dzafic, Marta I. Garrido,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118329.,ScienceDirect
"A new feature for the classification of non-stationary signals based on the direction of signal energy in the time–frequency domain,","Nabeel Ali Khan, Sadiq Ali,","Computers in Biology and Medicine,","2018,",https://doi.org/10.1016/j.compbiomed.2018.06.018.,ScienceDirect
"Detection of cardiac arrhythmias from ECG signals using FBSE and Jaya optimized ensemble random subspace K-nearest neighbor algorithm,","Karthikeyan Ramasamy, Kiruthika Balakrishnan, Durgadevi Velusamy,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2022.103654.,ScienceDirect
"Binary and multiclass classifiers based on multitaper spectral features for epilepsy detection,","Jefferson Tales Oliva, João Luís Garcia Rosa,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102469.,ScienceDirect
"Time domain implementation of pediatric epileptic seizure detection system for enhancing the performance of detection and easy monitoring of pediatric patients,","Satarupa Chakrabarti, Aleena Swetapadma, Asish Ranjan, Prasant Kumar Pattnaik,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.101930.,ScienceDirect
"A novel automated seizure detection system from EMD-MSPCA denoised EEG: Refined composite multiscale sample, fuzzy and permutation entropies based scheme,"," Sukriti, Monisha Chakraborty, Debjani Mitra,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102514.,ScienceDirect
"Epilepsy prediction through optimized multidimensional sample entropy and Bi-LSTM,","Qizhong Zhang, Ji Ding, Wanzeng Kong, Yang Liu, Qian Wang, Tiejia Jiang,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2020.102293.,ScienceDirect
"Heartbeat classification fusing temporal and morphological information of ECGs via ensemble of classifiers,","V. Mondéjar-Guerra, J. Novo, J. Rouco, M.G. Penedo, M. Ortega,","Biomedical Signal Processing and Control,","2019,",https://doi.org/10.1016/j.bspc.2018.08.007.,ScienceDirect
"An Empirical Mode Decomposition approach for automated diagnosis of migraine,","Zülfikar Aslan,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103413.,ScienceDirect
"Selection of features for patient-independent detection of seizure events using scalp EEG signals,","Shuhan Yang, Bo Li, Yinda Zhang, Meiyu Duan, Shuai Liu, Yexian Zhang, Xin Feng, Renbo Tan, Lan Huang, Fengfeng Zhou,","Computers in Biology and Medicine,","2020,",https://doi.org/10.1016/j.compbiomed.2020.103671.,ScienceDirect
"Review of challenges associated with the EEG artifact removal methods,","Wajid Mumtaz, Suleman Rasheed, Alina Irfan,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102741.,ScienceDirect
"Triage and priority-based healthcare diagnosis using artificial intelligence for autism spectrum disorder and gene contribution: A systematic review,","Shahad Sabbar Joudar, A.S. Albahri, Rula A. Hamid,","Computers in Biology and Medicine,","2022,",https://doi.org/10.1016/j.compbiomed.2022.105553.,ScienceDirect
"Lung nodule segmentation using Salp Shuffled Shepherd Optimization Algorithm-based Generative Adversarial Network,","Supiksha Jain, Sanjeev Indora, Dinesh Kumar Atal,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2021.104811.,ScienceDirect
"Augmenting interictal mapping with neurovascular coupling biomarkers by structured factorization of epileptic EEG and fMRI data,","Simon Van Eyndhoven, Patrick Dupont, Simon Tousseyn, Nico Vervliet, Wim Van Paesschen, Sabine Van Huffel, Borbála Hunyadi,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2020.117652.,ScienceDirect
"Automated detection of ADHD: Current trends and future perspective,","Hui Wen Loh, Chui Ping Ooi, Prabal Datta Barua, Elizabeth E. Palmer, Filippo Molinari, U Rajendra Acharya,","Computers in Biology and Medicine,","2022,",https://doi.org/10.1016/j.compbiomed.2022.105525.,ScienceDirect
"Evaluation of machine learning algorithms for treatment outcome prediction in patients with epilepsy based on structural connectome data,","Brent C. Munsell, Chong-Yaw Wee, Simon S. Keller, Bernd Weber, Christian Elger, Laura Angelica Tomaz da Silva, Travis Nesland, Martin Styner, Dinggang Shen, Leonardo Bonilha,","NeuroImage,","2015,",https://doi.org/10.1016/j.neuroimage.2015.06.008.,ScienceDirect
"Multimodal data and machine learning for surgery outcome prediction in complicated cases of mesial temporal lobe epilepsy,","Negar Memarian, Sally Kim, Sandra Dewar, Jerome Engel, Richard J. Staba,","Computers in Biology and Medicine,","2015,",https://doi.org/10.1016/j.compbiomed.2015.06.008.,ScienceDirect
"Geriatric depression symptoms coexisting with cognitive decline: A comparison of classification methodologies,","Ioanna-Maria Spyrou, Christos Frantzidis, Charalampos Bratsas, Ioannis Antoniou, Panagiotis D. Bamidis,","Biomedical Signal Processing and Control,","2016,",https://doi.org/10.1016/j.bspc.2015.10.006.,ScienceDirect
"Heart rate variability for medical decision support systems: A review,","Oliver Faust, Wanrong Hong, Hui Wen Loh, Shuting Xu, Ru-San Tan, Subrata Chakraborty, Prabal Datta Barua, Filippo Molinari, U. Rajendra Acharya,","Computers in Biology and Medicine,","2022,",https://doi.org/10.1016/j.compbiomed.2022.105407.,ScienceDirect
"Evaluation of classification approaches for distinguishing brain states predictive of episodic memory performance from electroencephalography: Abbreviated Title: Evaluating methods of classifying memory states from EEG,","Soroush Mirjalili, Patrick Powell, Jonathan Strunk, Taylor James, Audrey Duarte,","NeuroImage,","2022,",https://doi.org/10.1016/j.neuroimage.2021.118851.,ScienceDirect
"The identification of children with autism spectrum disorder by SVM approach on EEG and eye-tracking data,","Jiannan Kang, Xiaoya Han, Jiajia Song, Zikang Niu, Xiaoli Li,","Computers in Biology and Medicine,","2020,",https://doi.org/10.1016/j.compbiomed.2020.103722.,ScienceDirect
"Social cognition and functional brain network in autism spectrum disorder: Insights from EEG graph-theoretic measures,","Tanu Wadhera, Deepti Kakkar,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102556.,ScienceDirect
"Localizing focal brain injury via EEG spectral variance,","Sina Khanmohammadi, Osvaldo Laurido-Soto, Lawrence N. Eisenman, Terrance T. Kummer, ShiNung Ching,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102746.,ScienceDirect
"Constructing biomarker for early diagnosis of aMCI based on combination of multiscale fuzzy entropy and functional brain connectivity,","Rui Su, Xin Li, Zhenyang Li, Ying Han, Wei Cui, Ping Xie, Yi Liu,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.103000.,ScienceDirect
"Subbands and cumulative sum of subbands based nonlinear features enhance the performance of epileptic seizure detection,","Tao Zhang, Zhiwu Han, Xiaojuan Chen, Wanzhong Chen,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102827.,ScienceDirect
"A method for diagnosis support of mild cognitive impairment through EEG rhythms source location during working memory tasks,","Rodrigo San-Martin, Erin Johns, Godofredo Quispe Mamani, Guilherme Tavares, Natalie A. Phillips, Francisco J. Fraga,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102499.,ScienceDirect
"BI - Directional long short-term memory for automatic detection of sleep apnea events based on single channel EEG signal,","Yao Wang, Zhuangwen Xiao, Shuaiwen Fang, Weiming Li, Jinhai Wang, Xiaoyun Zhao,","Computers in Biology and Medicine,","2022,",https://doi.org/10.1016/j.compbiomed.2022.105211.,ScienceDirect
"Detection of alertness-related EEG signals based on decision fused BP neural network,","Meiyan Zhang, Dan Liu, Qisong Wang, Boqi Zhao, Ou Bai, Jinwei Sun,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2022.103479.,ScienceDirect
"Detection of apnea events from ECG segments using Fourier decomposition method,","Binish Fatimah, Pushpendra Singh, Amit Singhal, Ram Bilas Pachori,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.102005.,ScienceDirect
"Automatic diagnosis of cardiovascular disorders by sub images of the ECG signal using multi-feature extraction methods and randomized neural network,","Ömer Faruk Ertuğrul, Emrullah Acar, Erdoğan Aldemir, Abdulkerim Öztekin,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2020.102260.,ScienceDirect
"An EEG-based methodology for the estimation of functional brain connectivity networks: Application to the analysis of newborn EEG seizure,","Ali Kareem Abbas, Ghasem Azemi, Samin Ravanshadi, Amir Omidvarnia,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2020.102229.,ScienceDirect
"HVD-LSTM based recognition of epileptic seizures and normal human activity,","Pritam Khan, Yasin Khan, Sudhir Kumar, Mohammad S. Khan, Amir H. Gandomi,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2021.104684.,ScienceDirect
"Optimization of VGG16 utilizing the Arithmetic Optimization Algorithm for early detection of Alzheimer’s disease,","N. Deepa, S.P. Chokkalingam,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103455.,ScienceDirect
"Design of a rapid diagnostic model for bladder compliance based on real-time intravesical pressure monitoring system,","Zicong Ge, Liangfeng Tang, Yunsong Peng, Mingming Zhang, Jialong Tang, Xiaodong Yang, Yu Li, Zhongyi Wu, Gang Yuan,","Computers in Biology and Medicine,","2022,",https://doi.org/10.1016/j.compbiomed.2021.105173.,ScienceDirect
"Classification of heart sounds using fractional fourier transform based mel-frequency spectral coefficients and traditional classifiers,","Zaid Abduh, Ebrahim Ameen Nehary, Manal Abdel Wahed, Yasser M. Kadah,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2019.101788.,ScienceDirect
"Spoken and Inner Speech-related EEG Connectivity in Different Spatial Direction,","V.N. Kiroy, O.M. Bakhtin, E.M. Krivko, D.M. Lazurenko, E.V. Aslanyan, D.G. Shaposhnikov, I.V. Shcherban,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103224.,ScienceDirect
"Epileptic seizure identification using entropy of FBSE based EEG rhythms,","Vipin Gupta, Ram Bilas Pachori,","Biomedical Signal Processing and Control,","2019,",https://doi.org/10.1016/j.bspc.2019.101569.,ScienceDirect
"Epileptic seizure detection in EEG signals using normalized IMFs in CEEMDAN domain and quadratic discriminant classifier,","Md. Faizul Bari, Shaikh Anowarul Fattah,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2019.101833.,ScienceDirect
"Electroencephalogram (EEG)-based computer-aided technique to diagnose major depressive disorder (MDD),","Wajid Mumtaz, Likun Xia, Syed Saad Azhar Ali, Mohd Azhar Mohd Yasin, Muhammad Hussain, Aamir Saeed Malik,","Biomedical Signal Processing and Control,","2017,",https://doi.org/10.1016/j.bspc.2016.07.006.,ScienceDirect
"An EEG-based stereoscopic research of the PSD differences in pre and post 2D&3D movies watching,","Negin Manshouri, Masoud Maleki, Temel Kayikcioglu,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2019.101642.,ScienceDirect
"Review on EEG and ERP predictive biomarkers for major depressive disorder,","Wajid Mumtaz, Aamir Saeed Malik, Mohd Azhar Mohd Yasin, Likun Xia,","Biomedical Signal Processing and Control,","2015,",https://doi.org/10.1016/j.bspc.2015.07.003.,ScienceDirect
"A comparison of resting state EEG and structural MRI for classifying Alzheimer’s disease and mild cognitive impairment,","F.R. Farina, D.D. Emek-Savaş, L. Rueda-Delgado, R. Boyle, H. Kiiski, G. Yener, R. Whelan,","NeuroImage,","2020,",https://doi.org/10.1016/j.neuroimage.2020.116795.,ScienceDirect
"Profiling of pornography addiction among children using EEG signals: A systematic literature review,","Xiaoxi Kang, Dini Oktarina Dwi Handayani, Pei Pei Chong, U. Rajendra Acharya,","Computers in Biology and Medicine,","2020,",https://doi.org/10.1016/j.compbiomed.2020.103970.,ScienceDirect
"Quantification of pain severity using EEG-based functional connectivity,","P. Modares-Haghighi, R. Boostani, M. Nami, S. Sanei,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102840.,ScienceDirect
"Epileptic seizure detection using novel Multilayer LSTM Discriminant Network and dynamic mode Koopman decomposition,","N. Venkata Saichand, Gopiya Naik. S,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102723.,ScienceDirect
"Model-based prediction of muscarinic receptor function from auditory mismatch negativity responses,","Dario Schöbi, Fabienne Homberg, Stefan Frässle, Heike Endepols, Rosalyn J. Moran, Karl J. Friston, Marc Tittgemeyer, Jakob Heinzle, Klaas Enno Stephan,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118096.,ScienceDirect
"The detection of mild traumatic brain injury in paediatrics using artificial neural networks,","Hanem Ellethy, Shekhar S. Chandra, Fatima A. Nasrallah,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2021.104614.,ScienceDirect
"Efficient detection of myocardial infarction from single lead ECG signal,","Binish Fatimah, Pushpendra Singh, Amit Singhal, Dipro Pramanick, Pranav S., Ram Bilas Pachori,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102678.,ScienceDirect
"Identification of gait imagery based on fNIRS and class-dependent sparse representation,","Hongquan Li, Anmin Gong, Lei Zhao, Fawang Wang, Qian Qian, Jianhua Zhou, Yunfa Fu,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102597.,ScienceDirect
"Phase-synchrony evaluation of EEG signals for Multiple Sclerosis diagnosis based on bivariate empirical mode decomposition during a visual task,","Khadijeh Raeisi, Maryam Mohebbi, Mohammad Khazaei, Masoud Seraji, Ali Yoonessi,","Computers in Biology and Medicine,","2020,",https://doi.org/10.1016/j.compbiomed.2019.103596.,ScienceDirect
"Can patients in deep coma hear us? Examination of coma depth using physiological signals,","Çiğdem Gülüzar Altıntop, Fatma Latifoğlu, Aynur Karayol Akın,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2022.103756.,ScienceDirect
"Conditional GAN based augmentation for predictive modeling of respiratory signals,","S. Jayalakshmy, Gnanou Florence Sudha,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2021.104930.,ScienceDirect
"Hierarchical Harris hawks optimization for epileptic seizure classification,","Zhenzhen Luo, Shan Jin, Zuoyong Li, Hui Huang, Lei Xiao, Huiling Chen, Ali Asghar Heidari, Jiao Hu, Changzu Chen, Peiyu Chen, Zhongyi Hu,","Computers in Biology and Medicine,","2022,",https://doi.org/10.1016/j.compbiomed.2022.105397.,ScienceDirect
"Automated diagnosis of muscle diseases from EMG signals using empirical mode decomposition based method,","Rahul Dubey, Mohit Kumar, Abhay Upadhyay, Ram Bilas Pachori,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103098.,ScienceDirect
"Exploring the effect of image enhancement techniques on COVID-19 detection using chest X-ray images,","Tawsifur Rahman, Amith Khandakar, Yazan Qiblawey, Anas Tahir, Serkan Kiranyaz, Saad Bin Abul Kashem, Mohammad Tariqul Islam, Somaya Al Maadeed, Susu M. Zughaier, Muhammad Salman Khan, Muhammad E.H. Chowdhury,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2021.104319.,ScienceDirect
"Trends in biomedical signal feature extraction,","Sridhar Krishnan, Yashodhan Athavale,","Biomedical Signal Processing and Control,","2018,",https://doi.org/10.1016/j.bspc.2018.02.008.,ScienceDirect
"An efficient error-minimized random vector functional link network for epileptic seizure classification using VMD,","Susanta Kumar Rout, Pradyut Kumar Biswal,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2019.101787.,ScienceDirect
"Automatic epileptic seizure detection approach based on multi-stage Quantized Kernel Least Mean Square filters,","Ahmed S. Eltrass, Mazhar B. Tayel, Ahmed F. EL-qady,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.103031.,ScienceDirect
"Characterization of fibromyalgia using sleep EEG signals with nonlinear dynamical features,","Jose Kunnel Paul, Thomas Iype, Dileep R, Yuki Hagiwara, JoelE.W. Koh, U. Rajendra Acharya,","Computers in Biology and Medicine,","2019,",https://doi.org/10.1016/j.compbiomed.2019.103331.,ScienceDirect
"Local pattern transformation based feature extraction techniques for classification of epileptic EEG signals,","Abeg Kumar Jaiswal, Haider Banka,","Biomedical Signal Processing and Control,","2017,",https://doi.org/10.1016/j.bspc.2017.01.005.,ScienceDirect
"A novel electroencephalography based approach for Alzheimer’s disease and mild cognitive impairment detection,","Burcu Oltu, Mehmet Feyzi Akşahin, Seda Kibaroğlu,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2020.102223.,ScienceDirect
"Driver fatigue detection based on prefrontal EEG using multi-entropy measures and hybrid model,","Jianliang Min, Chen Xiong, Yonggang Zhang, Ming Cai,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102857.,ScienceDirect
"Detection of mild cognitive impairment and Alzheimer’s disease using dual-task gait assessments and machine learning,","Behnaz Ghoraani, Lillian N. Boettcher, Murtadha D. Hssayeni, Amie Rosenfeld, Magdalena I. Tolea, James E. Galvin,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2020.102249.,ScienceDirect
"Automatic seizure detection using orthogonal matching pursuit, discrete wavelet transform, and entropy based features of EEG signals,","Asghar Zarei, Babak Mohammadzadeh Asl,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2021.104250.,ScienceDirect
"A Koopman-operator-theoretical approach for anomaly recognition and detection of multi-variate EEG system,","Shaodi Qian, Chun-An Chou,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102911.,ScienceDirect
"Comparison by multivariate auto-regressive method of seizure prediction for real patients and virtual patients,","Ines Assali, Ines Jlassi, Mouna Aissi, Ahmed Ghazi Blaiech, Marcel Carrère, Mohamed Hedi Bedoui,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102725.,ScienceDirect
"Detection of multiple sclerosis from photic stimulation EEG signals,","Büşra Kübra Karaca, Mehmet Feyzi Akşahin, Ruhsen Öcal,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102571.,ScienceDirect
"Parkinson's disease: Cause factors, measurable indicators, and early diagnosis,","Shreya Bhat, U. Rajendra Acharya, Yuki Hagiwara, Nahid Dadmehr, Hojjat Adeli,","Computers in Biology and Medicine,","2018,",https://doi.org/10.1016/j.compbiomed.2018.09.008.,ScienceDirect
"Differential classification of states of consciousness using envelope- and phase-based functional connectivity,","Catherine Duclos, Charlotte Maschke, Yacine Mahdid, Kathleen Berkun, Jason da Silva Castanheira, Vijay Tarnal, Paul Picton, Giancarlo Vanini, Goodarz Golmirzaie, Ellen Janke, Michael S. Avidan, Max B. Kelz, Lucrezia Liuzzi, Matthew J. Brookes, George A. Mashour, Stefanie Blain-Moraes,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118171.,ScienceDirect
